date,name,price
2023-10-10,SP95,1.94
2023-10-20,Gazole,1.831
2023-10-09,SP95,1.945
2023-10-19,Gazole,1.895
2023-10-17,SP95,1.94
2023-10-13,SP98,1.939
2023-10-18,E10,1.799
2023-10-20,SP98,1.899
2023-10-11,SP95,1.909
2023-10-03,Gazole,1.999
2023-10-18,SP95,1.898
2023-10-20,E10,1.74
2023-10-20,SP98,1.818
2023-10-19,Gazole,1.949
2023-10-17,E85,0.998
2023-10-20,Gazole,1.849
2023-10-20,GPLc,0.909
2023-10-18,E10,1.869
2023-10-17,E10,1.799
2023-10-20,E85,1.019
2023-10-20,E10,1.779
2023-10-11,E85,0.979
2023-10-14,E10,1.729
2023-10-16,SP98,1.907
2023-08-18,SP98,1.99
2023-10-16,SP98,1.903
2023-10-20,SP98,1.889
2023-10-16,Gazole,1.999
2023-03-21,GPLc,1.02
2023-10-20,SP98,1.869
2023-10-17,Gazole,1.919
2023-10-18,E10,2.034
2023-10-19,SP95,1.848
2023-10-19,SP98,1.879
2023-10-18,SP98,1.99
2023-10-14,E85,0.998
2023-10-18,SP95,1.829
2023-10-20,Gazole,1.874
2023-10-16,Gazole,1.839
2023-10-20,GPLc,0.919
2023-10-20,E10,1.829
2023-10-18,E10,1.779
2023-10-20,Gazole,1.922
2023-10-16,SP95,1.885
2023-10-12,SP98,1.879
2023-10-14,Gazole,1.849
2023-07-28,E85,0.998
2023-10-14,E10,1.779
2023-10-14,SP98,1.859
2023-10-19,Gazole,1.889
2023-10-19,Gazole,1.883
2023-10-19,E10,1.899
2023-10-18,E10,1.779
2023-10-13,Gazole,1.859
2023-10-19,SP95,1.979
2023-10-19,SP98,1.99
2023-10-05,Gazole,1.98
2023-10-19,SP98,2.134
2023-10-20,Gazole,1.856
2023-10-19,SP95,1.885
2023-10-07,E85,0.994
2023-10-20,Gazole,1.859
2023-10-20,SP98,1.99
2023-10-20,Gazole,1.872
2023-10-20,Gazole,1.859
2023-08-22,E85,1.219
2023-10-17,SP98,1.983
2023-10-20,Gazole,1.803
2023-10-17,E85,0.979
2023-10-20,SP98,1.837
2023-10-17,SP95,1.898
2023-10-17,Gazole,1.883
2023-10-19,Gazole,1.973
2023-10-19,SP98,1.939
2023-10-11,SP98,2.086
2023-10-17,Gazole,1.889
2023-10-20,SP95,1.79
2023-07-27,SP98,1.99
2023-10-19,SP98,1.899
2023-10-18,SP95,1.791
2023-10-17,Gazole,1.89
2023-10-20,Gazole,1.799
2023-10-12,SP98,1.959
2023-10-16,E85,1.001
2023-08-09,Gazole,1.95
2023-10-17,E10,1.98
2023-09-28,Gazole,1.99
2023-10-20,SP98,1.899
2023-10-05,Gazole,1.959
2023-10-14,E10,1.799
2023-10-19,E10,1.745
2023-10-20,E85,0.994
2023-10-12,E10,1.833
2023-10-19,SP98,1.999
2023-04-14,GPLc,1.03
2023-10-12,Gazole,1.895
2023-10-20,E10,1.819
2023-10-20,E85,0.998
2023-10-20,SP95,1.859
2023-10-19,SP98,1.872
2023-10-18,Gazole,1.849
2023-10-19,E10,1.785
2023-08-21,Gazole,1.99
2023-10-18,E10,1.859
2023-10-14,SP98,1.918
2023-10-19,E10,1.752
2023-09-19,E10,2.039
2023-10-20,Gazole,1.849
2023-10-13,SP98,1.879
2023-10-13,SP95,1.852
2023-10-20,Gazole,1.952
2023-10-17,SP95,1.989
2023-10-20,Gazole,2.079
2023-09-14,SP95,1.99
2023-10-20,E10,1.779
2023-10-20,E10,1.829
2023-10-20,SP98,1.99
2023-10-19,Gazole,1.849
2023-10-19,E85,0.974
2023-10-14,Gazole,1.962
2023-10-14,Gazole,1.869
2023-10-10,E10,1.899
2023-10-17,SP95,1.753
2023-10-20,Gazole,1.831
2023-10-17,E10,1.769
2023-10-19,SP95,1.839
2023-08-31,E85,1.139
2023-10-18,E85,1.13
2023-10-20,SP95,1.843
2023-10-20,SP98,1.879
2023-10-20,E10,1.807
2023-10-18,SP98,1.925
2023-07-04,GPLc,0.959
2023-10-17,Gazole,1.99
2023-10-19,SP98,1.94
2023-10-20,E10,1.842
2023-07-07,E85,0.999
2023-10-20,E85,1.029
2023-10-17,Gazole,1.89
2023-10-17,SP98,1.885
2023-10-20,Gazole,1.873
2023-10-18,Gazole,1.859
2023-10-17,SP98,1.854
2023-10-20,E10,1.826
2023-10-20,SP98,1.904
2023-10-20,Gazole,1.876
2023-02-28,GPLc,0.959
2023-10-20,E10,1.933
2023-10-20,E85,0.998
2023-10-16,Gazole,1.88
2023-10-18,SP95,1.909
2023-10-18,E10,1.965
2023-10-20,E10,1.832
2023-10-19,SP98,1.909
2023-10-20,E10,1.749
2023-10-19,SP95,1.889
2023-10-17,E10,1.868
2023-10-12,GPLc,0.989
2023-10-18,E85,0.995
2023-10-20,Gazole,1.896
2023-09-29,E85,0.999
2023-10-19,E10,1.799
2023-10-18,SP98,1.883
2023-10-20,SP98,1.859
2023-10-16,SP98,1.849
2023-10-19,Gazole,1.969
2023-10-12,SP98,1.999
2023-10-18,SP98,1.899
2023-10-19,SP98,1.899
2023-10-18,SP95,1.82
2023-10-17,Gazole,1.863
2023-10-20,E85,0.994
2023-10-18,E10,1.802
2023-10-18,SP98,1.98
2023-10-12,SP98,1.899
2023-10-18,SP98,1.99
2023-10-19,Gazole,1.99
2023-09-22,E85,0.998
2023-09-26,E10,1.999
2023-10-20,SP95,1.881
2023-10-20,E85,0.938
2023-10-20,SP95,1.933
2023-10-20,SP98,1.999
2023-10-20,E10,1.827
2023-10-11,E85,0.994
2023-10-20,E85,0.979
2023-10-20,SP98,1.99
2023-10-19,SP98,1.919
2023-10-20,E10,1.838
2023-10-10,E85,0.95
2023-10-20,SP95,1.89
2023-10-19,Gazole,1.89
2023-10-18,SP95,1.95
2023-10-18,SP98,1.925
2023-10-19,SP95,1.838
2023-10-17,E10,1.859
2023-10-19,Gazole,1.889
2023-10-19,SP98,1.895
2023-10-18,Gazole,1.864
2023-10-20,SP98,1.892
2023-10-20,SP98,1.99
2023-10-18,Gazole,1.902
2023-10-20,GPLc,1.149
2023-10-17,GPLc,1.029
2023-10-19,E10,1.752
2023-10-20,Gazole,1.876
2023-10-17,SP98,1.9
2023-10-18,SP95,1.81
2023-10-20,E10,1.807
2023-10-20,Gazole,1.879
2023-10-20,E10,1.808
2023-10-13,SP95,2.03
2023-10-17,SP95,1.825
2023-10-20,E10,1.832
2023-10-14,SP95,1.869
2023-10-18,SP98,1.907
2023-10-17,E10,2.029
2023-10-13,Gazole,1.99
2023-10-13,E10,1.789
2023-10-20,Gazole,1.849
2023-10-17,SP95,1.79
2023-10-19,E10,1.76
2023-10-17,E10,1.819
2023-10-12,E10,1.927
2023-10-20,Gazole,1.869
2023-10-16,E85,0.998
2023-10-20,E10,2.094
2023-10-20,E85,0.994
2023-10-20,SP95,1.756
2023-10-12,E10,1.799
2023-10-19,SP98,2.31
2023-10-20,E85,1.249
2023-10-17,Gazole,1.838
2023-10-17,SP98,1.879
2023-10-19,Gazole,1.969
2023-10-20,E85,1.089
2023-10-19,GPLc,0.999
2023-09-08,Gazole,2.045
2023-10-20,E10,1.963
2023-10-14,E85,0.985
2023-09-14,GPLc,0.999
2023-10-14,Gazole,1.99
2023-10-19,SP98,1.949
2023-10-20,E10,1.889
2023-09-13,Gazole,1.989
2023-10-20,E85,0.994
2023-10-20,Gazole,1.845
2023-10-17,SP98,1.966
2023-10-17,E10,1.799
2023-10-19,GPLc,0.959
2023-09-27,Gazole,1.98
2023-10-19,SP98,2.129
2023-10-20,E85,0.998
2023-10-20,E10,1.812
2023-10-03,GPLc,1.06
2023-06-12,SP98,1.943
2023-10-20,E10,1.892
2023-10-20,E85,0.994
2023-10-17,E10,1.789
2023-10-19,Gazole,1.929
2023-10-20,GPLc,0.979
2023-10-07,Gazole,1.869
2023-10-19,Gazole,1.869
2023-10-20,E10,1.99
2023-10-18,Gazole,1.869
2023-10-17,E10,1.799
2023-10-17,SP98,1.859
2023-10-19,E10,1.919
2023-10-19,SP95,1.932
2023-10-10,E10,1.899
2023-08-26,SP98,1.99
2023-10-20,E10,1.799
2023-10-20,SP98,1.904
2023-10-20,SP98,1.999
2023-10-11,Gazole,1.954
2023-10-18,SP98,1.889
2023-10-20,E10,1.842
2023-07-05,E85,0.999
2023-10-17,Gazole,1.839
2023-10-17,Gazole,1.894
2023-10-20,SP98,1.972
2023-10-07,Gazole,1.899
2023-10-18,Gazole,1.929
2023-10-20,Gazole,1.874
2023-10-20,E10,1.789
2023-10-18,Gazole,1.908
2023-10-20,E10,1.783
2023-10-13,SP98,1.869
2023-10-19,Gazole,1.984
2023-10-20,SP98,2.189
2023-10-18,Gazole,1.919
2023-10-18,E10,1.809
2023-09-13,Gazole,1.98
2023-10-20,Gazole,1.963
2023-10-20,GPLc,0.919
2023-10-19,E85,0.999
2023-10-07,GPLc,0.929
2023-10-19,E10,1.799
2023-10-20,Gazole,1.99
2023-10-18,Gazole,1.891
2023-10-18,Gazole,1.859
2023-10-20,E10,1.949
2023-10-20,SP98,1.999
2023-10-20,E10,1.909
2023-10-20,GPLc,1.054
2023-10-19,E10,1.855
2023-10-18,Gazole,1.847
2023-10-20,Gazole,1.978
2023-10-20,E85,0.994
2023-10-15,E10,1.786
2023-10-17,SP95,1.959
2023-10-18,E10,1.909
2023-10-19,SP98,2.154
2023-08-02,Gazole,1.99
2022-03-13,SP95,2.195
2023-10-20,Gazole,1.889
2023-10-20,E10,1.799
2023-10-20,Gazole,1.839
2023-08-26,SP98,1.99
2023-10-11,SP98,1.96
2023-10-20,E10,1.829
2023-09-12,E10,1.99
2023-10-20,Gazole,1.868
2023-10-18,SP98,2.124
2023-10-20,SP98,1.99
2023-10-16,E10,1.899
2023-10-20,Gazole,2.144
2023-10-16,SP98,2.134
2023-10-20,SP98,1.984
2023-10-20,Gazole,1.849
2023-10-20,SP98,1.895
2023-10-20,SP98,1.891
2023-10-20,SP98,1.892
2023-10-19,Gazole,1.999
2023-10-20,E10,1.809
2023-10-20,E10,1.747
2023-10-18,Gazole,1.919
2023-10-14,SP95,1.879
2023-10-19,E10,1.839
2023-06-01,E10,1.889
2023-10-20,E10,1.809
2023-10-15,Gazole,1.909
2023-10-20,Gazole,1.877
2023-10-19,SP98,1.929
2023-10-20,E10,1.857
2023-10-17,E10,1.829
2023-10-13,E10,2.024
2023-10-20,SP98,2.199
2023-05-31,SP98,1.909
2023-10-20,E10,1.715
2023-10-16,E10,1.829
2023-10-16,SP98,1.819
2023-10-20,SP98,1.922
2023-10-19,E10,1.879
2023-10-20,SP98,1.913
2023-10-09,E85,1.029
2023-10-14,E10,1.919
2023-10-19,SP98,1.899
2023-10-20,SP98,1.912
2023-10-20,E10,1.839
2023-10-19,SP95,1.83
2023-10-20,E10,1.817
2023-10-20,Gazole,1.874
2023-10-18,SP98,2.019
2023-10-18,Gazole,1.855
2023-10-20,SP98,1.903
2023-10-20,E10,1.929
2023-09-14,Gazole,1.92
2023-10-20,Gazole,1.985
2023-10-20,E10,1.893
2023-10-19,GPLc,0.939
2023-10-19,SP98,2.029
2023-10-20,SP98,1.945
2023-10-20,Gazole,1.979
2023-10-10,GPLc,1.049
2023-10-13,E85,0.998
2023-10-18,E10,1.829
2023-09-22,E10,1.99
2023-10-18,SP95,1.824
2023-10-20,GPLc,0.979
2023-10-20,E85,0.999
2023-10-09,E85,0.999
2023-10-18,SP95,1.979
2023-10-20,Gazole,1.902
2023-10-14,E10,1.858
2023-10-20,Gazole,1.829
2023-10-17,Gazole,1.978
2023-10-20,E10,1.846
2023-10-20,Gazole,1.858
2023-10-19,E10,2.089
2023-10-20,E85,1.149
2023-10-20,E85,1.029
2023-10-20,Gazole,1.896
2023-06-01,SP98,1.89
2023-10-17,SP98,1.859
2023-10-20,SP98,2.024
2023-10-17,Gazole,1.899
2023-10-16,SP95,1.859
2023-10-03,E85,1.009
2023-10-20,E85,1.109
2023-10-15,Gazole,1.928
2023-10-18,E10,1.861
2023-10-17,GPLc,1.054
2023-05-01,GPLc,0.999
2023-10-13,Gazole,1.952
2023-10-20,SP95,1.968
2023-09-06,E85,1.229
2023-10-14,E10,1.866
2023-10-18,SP98,1.85
2023-10-16,E10,1.798
2023-10-19,SP95,1.838
2023-10-20,E10,1.823
2023-10-20,Gazole,1.887
2023-10-19,Gazole,1.966
2023-10-20,Gazole,1.869
2023-09-30,GPLc,0.873
2023-10-20,SP98,1.917
2023-10-19,Gazole,2.229
2023-10-19,E10,1.985
2023-10-19,SP98,1.92
2023-10-13,SP95,1.918
2023-10-13,E10,1.759
2023-10-19,SP98,1.999
2023-10-19,Gazole,1.909
2023-10-20,E85,1.084
2023-10-19,Gazole,2.029
2023-10-18,SP95,1.869
2023-10-19,SP98,2.209
2023-10-18,Gazole,1.879
2023-10-20,E10,1.788
2023-10-18,SP98,1.889
2023-10-15,SP98,1.99
2023-10-12,SP95,1.891
2023-09-21,SP98,2.099
2023-10-05,Gazole,2.048
2023-10-12,SP98,1.899
2023-10-10,Gazole,1.829
2023-10-14,E10,1.799
2023-10-19,E10,1.842
2023-10-20,E10,1.899
2023-10-18,E10,1.779
2023-10-19,E10,1.819
2023-10-20,GPLc,1.054
2023-10-19,Gazole,1.929
2023-10-06,SP95,1.9
2023-10-19,E10,1.829
2023-10-16,GPLc,1.08
2023-10-14,SP98,1.949
2023-10-19,SP95,1.89
2023-10-20,Gazole,1.879
2023-10-17,E85,0.999
2023-10-19,E85,1.08
2023-10-20,SP98,1.879
2023-10-20,E10,1.766
2023-10-18,Gazole,1.949
2023-10-20,Gazole,1.825
2023-10-20,SP98,1.99
2023-10-19,GPLc,1.149
2023-10-06,E85,1.169
2023-10-20,E85,0.994
2023-10-20,E10,1.832
2023-10-14,E10,1.849
2023-10-19,E10,1.98
2023-10-17,Gazole,1.939
2023-10-16,Gazole,1.852
2023-08-22,SP98,2.01
2023-10-18,Gazole,1.888
2023-10-09,Gazole,1.859
2023-10-20,E10,1.819
2023-10-20,E10,1.902
2023-10-12,E10,1.898
2023-10-15,SP98,1.885
2023-10-12,E10,1.872
2023-10-10,SP98,1.929
2023-10-20,E85,0.994
2023-10-19,GPLc,0.899
2023-10-16,Gazole,1.879
2023-10-17,Gazole,1.889
2023-10-20,E10,1.775
2023-10-20,E10,1.785
2023-10-18,E10,1.789
2023-10-11,SP98,1.965
2023-10-20,Gazole,1.829
2023-10-19,E10,1.779
2023-10-13,SP95,1.939
2023-10-14,SP98,1.939
2023-08-18,Gazole,1.99
2023-10-16,SP95,1.829
2023-09-12,E85,0.999
2023-10-20,SP98,1.924
2023-10-13,SP98,1.999
2023-10-20,E10,1.819
2023-10-11,SP95,1.905
2023-09-28,E85,1.15
2023-10-20,Gazole,1.865
2023-10-20,SP98,1.894
2023-10-13,SP98,1.878
2023-10-17,SP98,1.879
2023-10-12,E10,1.807
2023-10-19,SP98,1.843
2023-10-19,E10,1.797
2023-10-20,Gazole,1.942
2023-10-16,E10,1.781
2023-10-06,E10,1.798
2023-10-09,Gazole,1.869
2023-10-20,SP98,1.904
2023-10-14,E10,1.839
2023-10-20,E85,1.259
2023-10-19,SP95,1.979
2023-10-04,E85,1.099
2023-10-17,Gazole,1.989
2023-10-13,E10,1.829
2023-10-20,Gazole,1.986
2023-10-19,SP95,2.03
2023-10-17,Gazole,1.919
2023-10-19,SP98,1.849
2023-09-27,GPLc,0.919
2023-10-19,E85,0.994
2023-10-20,SP98,1.864
2023-09-23,E10,1.939
2023-09-20,Gazole,1.939
2023-10-18,SP98,1.959
2023-10-17,Gazole,1.905
2023-10-20,SP98,1.856
2023-10-19,E10,1.81
2023-10-14,E10,1.799
2023-10-06,E10,1.819
2023-10-16,SP95,1.879
2023-10-16,SP98,1.809
2023-10-13,E85,0.945
2023-10-19,Gazole,1.868
2023-10-12,GPLc,1.104
2023-10-16,E10,1.913
2023-10-19,SP98,1.99
2023-10-16,SP98,1.872
2023-10-20,E85,0.994
2023-10-14,SP98,1.959
2023-10-14,SP98,1.989
2023-10-20,E10,1.912
2023-10-05,SP98,2.079
2023-10-14,SP98,1.961
2023-10-20,SP98,1.99
2023-10-14,Gazole,1.89
2023-10-14,SP95,1.94
2023-10-20,E85,0.994
2023-10-20,Gazole,1.99
2023-10-09,Gazole,2.049
2023-10-11,SP95,1.839
2023-10-17,E10,1.987
2023-10-17,E10,1.771
2023-10-20,SP98,1.909
2023-10-17,SP98,1.869
2023-10-17,SP95,1.795
2023-10-11,SP98,2.05
2023-10-20,E10,1.769
2023-09-19,Gazole,1.96
2023-09-19,SP95,1.96
2023-10-13,Gazole,1.869
2023-10-18,SP95,1.865
2023-10-18,Gazole,1.945
2023-10-20,E10,1.809
2023-10-16,Gazole,1.906
2023-10-16,SP95,1.809
2023-10-12,E10,1.999
2023-10-10,GPLc,0.956
2023-10-20,SP98,1.893
2023-10-17,GPLc,1.083
2023-10-20,Gazole,1.949
2023-10-20,GPLc,0.985
2023-10-18,Gazole,1.899
2023-10-06,SP95,1.95
2023-10-19,Gazole,1.879
2023-10-20,E85,0.946
2023-10-20,E10,1.78
2023-10-20,Gazole,1.899
2023-10-19,Gazole,1.869
2023-10-20,Gazole,1.899
2023-10-17,E10,1.819
2023-10-14,SP95,1.771
2023-10-20,Gazole,1.88
2023-10-08,E85,1.029
2023-10-20,Gazole,1.869
2023-10-20,SP98,1.857
2023-10-20,Gazole,1.949
2023-10-19,SP98,1.909
2023-10-12,SP95,1.979
2023-10-20,SP98,1.998
2023-10-18,Gazole,1.906
2023-10-20,Gazole,1.827
2023-10-19,E85,0.999
2023-09-21,SP98,2.16
2023-09-29,Gazole,1.99
2023-10-09,Gazole,1.909
2023-10-18,Gazole,1.909
2023-08-30,E85,0.998
2023-10-19,SP98,1.879
2023-10-13,E10,1.859
2023-10-16,E10,1.972
2023-10-20,SP98,1.898
2023-10-19,SP95,1.9
2023-10-19,SP95,1.979
2023-10-19,E10,1.892
2023-10-18,SP98,2.084
2023-10-19,SP95,1.825
2023-10-20,SP98,1.879
2023-10-17,E10,1.847
2023-10-13,GPLc,0.963
2023-10-19,E10,1.76
2023-10-20,E10,1.845
2023-08-26,SP98,1.99
2023-10-06,E85,1.099
2023-10-14,E10,1.819
2023-10-16,Gazole,1.94
2023-08-31,SP95,2.11
2023-10-19,Gazole,1.885
2023-10-20,SP95,1.775
2023-10-19,SP98,1.99
2023-10-20,Gazole,1.822
2023-10-20,Gazole,1.989
2023-10-16,E10,1.824
2023-10-19,SP98,1.99
2023-10-19,E10,2.059
2023-10-20,E10,1.825
2023-10-20,Gazole,1.889
2023-10-17,SP95,1.825
2023-10-19,Gazole,1.989
2023-10-09,E85,1.03
2023-10-19,SP95,1.99
2023-10-19,SP95,1.849
2023-10-20,SP98,1.936
2023-10-20,SP98,1.859
2023-10-10,SP98,2.009
2023-10-19,SP95,1.859
2023-10-19,E10,1.819
2023-10-20,E10,1.765
2023-10-13,Gazole,1.932
2023-10-17,Gazole,1.879
2023-10-20,E85,0.938
2023-10-13,SP98,1.96
2023-10-13,E10,1.779
2023-10-16,Gazole,1.883
2023-09-06,E10,1.999
2023-10-18,Gazole,1.851
2023-10-10,Gazole,2.158
2023-10-19,Gazole,1.869
2023-10-18,E10,2.044
2023-10-17,SP95,1.934
2023-10-19,Gazole,1.829
2023-10-18,Gazole,1.849
2023-10-20,SP95,1.834
2023-10-20,SP98,1.891
2023-10-19,SP95,1.889
2023-10-17,SP95,1.859
2023-09-25,E85,1.209
2023-10-10,E85,1.019
2023-10-19,SP95,1.979
2023-10-09,E10,1.979
2023-10-20,Gazole,2.064
2023-10-11,E10,1.829
2023-10-20,Gazole,1.837
2023-10-11,E10,1.799
2023-10-16,E10,1.849
2023-10-14,SP98,1.969
2023-10-17,Gazole,1.875
2023-10-17,Gazole,1.907
2023-08-10,E85,0.998
2023-10-20,E10,1.799
2023-10-19,E10,1.868
2023-10-17,E10,1.869
2023-10-19,Gazole,2.084
2023-10-20,Gazole,1.807
2023-10-14,E85,0.998
2023-10-19,SP95,1.927
2023-10-17,SP98,1.929
2023-10-12,E85,0.999
2023-10-19,E10,1.856
2023-10-13,E10,1.834
2023-08-18,SP98,1.99
2023-10-19,E85,1.094
2023-10-18,Gazole,1.848
2023-10-19,Gazole,1.881
2023-10-20,Gazole,1.909
2023-10-02,Gazole,1.961
2023-10-18,E10,1.76
2023-10-20,E85,0.956
2023-10-17,E85,1.029
2023-10-20,E10,1.849
2023-10-20,Gazole,1.883
2023-08-30,GPLc,0.959
2023-10-19,Gazole,1.809
2023-10-20,SP98,1.891
2023-10-17,Gazole,1.949
2023-10-20,SP95,1.9
2023-10-19,Gazole,1.952
2023-10-19,Gazole,1.857
2023-10-11,E10,1.799
2023-10-19,SP95,1.965
2023-10-20,E10,1.817
2023-10-12,E85,0.972
2023-10-16,E10,1.779
2023-10-19,E10,1.819
2023-09-16,Gazole,1.989
2023-10-16,Gazole,1.812
2023-10-20,SP98,1.814
2023-10-20,E10,1.819
2023-10-13,SP95,1.929
2023-10-20,SP95,1.935
2023-10-16,E85,1.019
2023-10-18,SP98,1.923
2023-10-19,Gazole,1.859
2023-10-20,E10,1.805
2023-10-20,SP98,1.906
2023-10-20,SP98,1.99
2023-10-18,Gazole,1.919
2023-10-20,SP98,1.89
2023-10-12,Gazole,1.863
2023-10-20,GPLc,0.935
2023-10-06,SP98,1.999
2023-10-20,E10,1.747
2023-10-20,Gazole,1.82
2023-10-20,Gazole,1.815
2023-10-19,E10,1.741
2023-10-10,SP98,1.899
2023-10-17,SP95,1.883
2023-07-11,E85,0.998
2023-10-20,E10,1.839
2023-10-19,Gazole,1.99
2023-10-19,SP98,1.821
2023-10-19,Gazole,1.979
2023-10-18,Gazole,1.859
2023-09-06,SP95,1.99
2023-10-17,SP95,1.821
2023-10-14,Gazole,1.981
2023-10-07,E10,1.854
2023-10-20,Gazole,1.971
2023-10-20,SP98,1.904
2023-10-19,E10,1.812
2023-10-19,SP98,1.893
2023-10-19,SP95,1.803
2023-10-14,SP98,1.889
2023-10-20,E10,1.829
2023-10-18,Gazole,1.879
2023-10-20,E10,1.892
2023-10-18,E10,1.839
2023-10-19,E85,0.972
2023-10-20,E10,1.821
2023-10-19,SP98,1.999
2023-10-18,Gazole,1.909
2023-10-18,SP95,1.859
2023-10-16,Gazole,1.885
2023-10-11,SP98,1.96
2023-10-18,E10,1.779
2023-10-18,SP98,1.885
2023-10-02,E85,1.09
2023-10-19,SP98,1.889
2023-10-17,E10,1.799
2023-10-19,E10,1.819
2023-10-19,Gazole,1.955
2023-10-20,Gazole,1.979
2023-10-19,Gazole,1.942
2023-10-04,Gazole,1.99
2023-10-19,SP98,1.818
2023-10-16,E85,0.999
2023-10-18,Gazole,1.824
2023-10-06,Gazole,1.865
2023-10-17,E10,1.789
2023-10-20,Gazole,1.959
2023-10-19,SP95,1.86
2023-08-07,Gazole,1.98
2023-10-14,SP98,1.826
2023-10-06,E85,1.06
2023-10-12,E10,1.828
2023-10-18,Gazole,1.939
2023-10-15,E10,1.829
2023-10-20,Gazole,1.875
2023-10-20,Gazole,1.989
2023-10-20,GPLc,0.969
2023-10-20,SP98,1.99
2023-10-12,E10,2.053
2023-10-20,GPLc,0.999
2023-10-20,Gazole,1.99
2023-10-20,Gazole,1.839
2023-10-20,Gazole,1.929
2023-10-19,Gazole,1.854
2023-10-20,SP98,1.99
2023-10-20,Gazole,1.929
2023-10-20,SP98,1.842
2023-10-18,Gazole,1.869
2023-10-17,SP98,1.982
2023-10-20,SP98,1.818
2023-10-19,Gazole,1.866
2023-10-20,Gazole,1.881
2023-10-20,SP98,1.869
2023-10-20,E85,0.994
2023-10-11,SP98,2.01
2023-10-09,SP95,1.859
2023-07-13,E85,0.998
2023-10-19,SP98,1.849
2023-10-20,E10,1.745
2023-10-20,SP98,1.92
2023-10-20,E10,1.769
2023-10-18,E85,1.016
2023-10-18,E10,1.769
2023-10-19,SP95,1.915
2023-10-20,Gazole,1.937
2023-10-11,E10,1.789
2023-10-18,SP98,1.932
2023-10-20,Gazole,2.046
2023-10-18,Gazole,1.933
2023-10-17,SP95,1.838
2023-10-20,SP98,1.907
2023-10-18,Gazole,1.879
2023-10-20,SP98,1.87
2023-10-20,Gazole,2.061
2023-10-19,Gazole,1.969
2023-10-12,Gazole,1.99
2023-05-13,Gazole,1.995
2023-08-22,Gazole,1.96
2023-09-06,Gazole,1.959
2023-10-11,E10,1.799
2023-10-17,Gazole,1.879
2023-10-17,E10,1.796
2023-10-10,Gazole,1.9
2023-10-20,SP98,1.904
2023-10-17,Gazole,1.841
2023-10-16,SP98,1.881
2023-10-20,E10,1.759
2023-09-29,E10,2.015
2023-09-12,SP98,1.999
2023-10-20,E10,2.124
2023-10-20,SP95,1.817
2023-10-13,Gazole,1.88
2023-10-18,E10,1.769
2023-09-18,SP98,1.99
2023-10-19,Gazole,1.905
2023-10-16,Gazole,1.845
2023-10-14,SP98,1.932
2023-10-20,SP98,1.92
2023-10-18,Gazole,1.867
2023-10-20,Gazole,1.978
2023-10-11,SP98,1.989
2023-10-20,SP98,1.99
2023-10-19,Gazole,1.842
2023-09-16,Gazole,2.154
2023-10-20,E10,1.942
2023-10-20,SP98,1.99
2023-10-20,SP98,1.85
2023-10-14,SP95,1.829
2023-10-14,E10,1.759
2023-10-20,SP98,1.999
2023-10-17,SP98,1.909
2023-10-19,E10,1.881
2023-10-18,Gazole,1.879
2023-10-10,SP95,1.93
2023-10-14,E10,1.778
2023-10-20,E85,1.039
2023-10-18,E10,1.894
2023-10-19,SP98,1.983
2023-10-19,E10,1.994
2023-10-16,SP95,1.919
2023-10-12,Gazole,1.859
2023-10-18,SP95,1.949
2023-10-20,E10,1.819
2023-10-20,Gazole,1.885
2023-10-20,E10,1.803
2023-07-27,GPLc,1.01
2023-10-20,Gazole,1.978
2023-10-20,E10,1.92
2023-10-11,SP95,1.94
2023-10-19,Gazole,1.838
2023-10-20,SP98,1.961
2023-10-20,E10,1.78
2023-09-12,E85,1.039
2023-10-16,Gazole,1.834
2023-10-19,SP98,1.869
2023-10-20,E10,1.919
2023-10-20,SP98,1.969
2023-09-19,E10,1.99
2023-10-19,Gazole,1.958
2023-10-16,E10,1.799
2023-10-19,SP95,1.89
2023-10-19,SP95,1.806
2023-10-17,E85,1.069
2023-10-20,E85,1.039
2023-10-20,E85,0.994
2023-10-19,SP98,1.864
2023-10-18,Gazole,1.872
2023-10-18,SP98,1.848
2023-10-20,E10,1.943
2023-10-19,E10,1.799
2023-10-18,Gazole,1.933
2023-10-18,SP98,1.989
2023-10-19,SP98,1.999
2023-10-17,E10,1.899
2023-10-20,Gazole,1.909
2023-10-10,SP98,1.899
2023-10-05,E10,1.919
2023-10-13,Gazole,1.859
2023-10-11,E10,1.799
2023-10-17,Gazole,1.837
2023-10-19,SP98,1.864
2023-10-04,SP98,1.999
2023-09-20,E85,1.099
2023-10-11,SP95,1.96
2023-10-20,E10,1.829
2023-10-20,Gazole,1.889
2023-10-20,Gazole,1.919
2023-10-18,E85,1.029
2023-10-18,GPLc,0.975
2023-10-18,SP98,1.889
2023-10-20,Gazole,2.083
2023-10-17,Gazole,1.909
2023-10-17,GPLc,1.035
2023-10-18,E10,1.839
2023-10-20,E10,1.839
2023-10-19,SP98,1.909
2023-10-19,SP95,1.979
2023-10-14,Gazole,1.879
2023-10-19,E10,1.773
2023-10-06,SP95,1.911
2023-07-27,E85,1.049
2023-10-19,E10,2.119
2023-10-19,SP98,1.99
2023-10-13,SP98,1.849
2023-10-06,Gazole,1.955
2023-10-18,E10,1.844
2023-10-12,E10,1.899
2023-10-20,SP98,1.99
2023-10-20,SP98,1.826
2023-10-20,SP98,1.869
2023-10-20,SP98,1.913
2023-10-20,SP98,1.99
2023-10-18,Gazole,1.842
2023-10-17,SP95,1.911
